Country,EdLevel,YearsCodePro,Salary
United States of America,Bachelor’s degree,37.0,126000.0
Italy,Master’s degree,8.0,47990.0
United States of America,Bachelor’s degree,5.0,155000.0
United States of America,Bachelor’s degree,10.0,180000.0
Austria,Master’s degree,7.0,46068.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,65332.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,62820.0
Canada,Post grad,7.0,136647.0
United States of America,Less than a Bachelors,7.0,185000.0
United States of America,Bachelor’s degree,5.0,66000.0
United States of America,Bachelor’s degree,5.0,90000.0
France,Master’s degree,2.0,38388.0
Canada,Bachelor’s degree,22.0,106975.0
Canada,Bachelor’s degree,12.0,78084.0
Canada,Bachelor’s degree,18.0,105414.0
France,Master’s degree,4.0,66119.0
Israel,Less than a Bachelors,10.0,118380.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,100511.0
Netherlands,Bachelor’s degree,2.0,39672.0
United States of America,Less than a Bachelors,2.0,243000.0
Brazil,Bachelor’s degree,3.0,24429.0
Israel,Bachelor’s degree,23.0,121968.0
United States of America,Bachelor’s degree,19.0,130000.0
India,Bachelor’s degree,0.5,21925.0
Canada,Bachelor’s degree,9.0,71027.0
Turkey,Less than a Bachelors,13.0,15780.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,43974.0
United States of America,Bachelor’s degree,6.0,55000.0
Germany,Less than a Bachelors,10.0,101312.0
United States of America,Bachelor’s degree,19.0,230000.0
United States of America,Bachelor’s degree,14.0,220000.0
Spain,Less than a Bachelors,3.0,37325.0
Israel,Bachelor’s degree,7.0,136308.0
Other,Bachelor’s degree,2.0,34548.0
Canada,Bachelor’s degree,5.0,67152.0
Sweden,Bachelor’s degree,6.0,85320.0
Greece,Bachelor’s degree,7.0,58654.0
United States of America,Bachelor’s degree,5.0,88000.0
United States of America,Post grad,7.0,167000.0
Denmark,Bachelor’s degree,5.0,86405.0
Bangladesh,Bachelor’s degree,3.0,11233.0
United States of America,Bachelor’s degree,3.0,73000.0
United States of America,Bachelor’s degree,26.0,190000.0
Germany,Bachelor’s degree,2.0,54388.0
United States of America,Less than a Bachelors,10.0,165000.0
Turkey,Bachelor’s degree,4.0,18036.0
United States of America,Bachelor’s degree,0.5,94000.0
Canada,Bachelor’s degree,2.0,70276.0
Russian Federation,Master’s degree,5.0,41556.0
United States of America,Bachelor’s degree,4.0,120000.0
Germany,Less than a Bachelors,22.0,59724.0
Norway,Bachelor’s degree,11.0,134817.0
Netherlands,Bachelor’s degree,3.0,53322.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,64076.0
Canada,Bachelor’s degree,6.0,78084.0
United States of America,Bachelor’s degree,10.0,200000.0
Norway,Master’s degree,1.0,57038.0
United States of America,Bachelor’s degree,2.0,230000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,52769.0
United States of America,Bachelor’s degree,2.0,107350.0
United States of America,Bachelor’s degree,2.0,86000.0
United States of America,Bachelor’s degree,5.0,115000.0
Canada,Less than a Bachelors,4.0,51536.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,100511.0
Norway,Master’s degree,11.0,124447.0
United States of America,Master’s degree,5.0,210000.0
United States of America,Less than a Bachelors,26.0,195000.0
Other,Master’s degree,9.0,58500.0
United States of America,Bachelor’s degree,0.5,89000.0
United States of America,Bachelor’s degree,6.0,125000.0
United States of America,Less than a Bachelors,3.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Post grad,25.0,124383.0
Germany,Master’s degree,4.0,37116.0
Other,Bachelor’s degree,3.0,17880.0
Greece,Master’s degree,6.0,37325.0
Israel,Less than a Bachelors,3.0,21528.0
Other,Bachelor’s degree,2.0,33600.0
Serbia,Bachelor’s degree,4.0,65053.0
Sweden,Master’s degree,15.0,63384.0
India,Master’s degree,5.0,11208.0
United States of America,Less than a Bachelors,1.0,65000.0
France,Master’s degree,4.0,38388.0
India,Master’s degree,1.0,60000.0
United States of America,Bachelor’s degree,12.0,250000.0
United States of America,Bachelor’s degree,2.0,145000.0
Norway,Master’s degree,5.0,87113.0
India,Bachelor’s degree,4.0,137355.0
United States of America,Bachelor’s degree,12.0,180000.0
United States of America,Master’s degree,12.0,113000.0
Canada,Bachelor’s degree,13.0,101509.0
Norway,Master’s degree,1.0,66371.0
Sweden,Less than a Bachelors,6.0,60948.0
Canada,Bachelor’s degree,4.0,52316.0
United States of America,Bachelor’s degree,5.0,185000.0
United States of America,Bachelor’s degree,3.0,110000.0
Norway,Master’s degree,1.0,57038.0
Germany,Bachelor’s degree,3.0,80623.0
Greece,Bachelor’s degree,7.0,31993.0
Pakistan,Bachelor’s degree,2.0,30000.0
United States of America,Bachelor’s degree,5.0,110000.0
Lithuania,Bachelor’s degree,4.0,44796.0
Other,Master’s degree,18.0,33408.0
Poland,Less than a Bachelors,1.0,23592.0
United States of America,Bachelor’s degree,15.0,100000.0
Australia,Less than a Bachelors,5.0,99080.0
Germany,Bachelor’s degree,2.0,67186.0
France,Master’s degree,3.0,49056.0
United States of America,Bachelor’s degree,3.0,100000.0
United States of America,Bachelor’s degree,1.0,104750.0
Germany,Master’s degree,5.0,63986.0
Switzerland,Master’s degree,5.0,99288.0
Ukraine,Bachelor’s degree,10.0,48000.0
Sweden,Bachelor’s degree,3.0,54852.0
United States of America,Master’s degree,14.0,140000.0
Sweden,Bachelor’s degree,10.0,61056.0
India,Bachelor’s degree,0.5,10318.0
Norway,Master’s degree,3.0,82964.0
Finland,Bachelor’s degree,4.0,57588.0
Denmark,Master’s degree,7.0,91200.0
France,Master’s degree,18.0,76783.0
United States of America,Bachelor’s degree,7.0,100000.0
Italy,Less than a Bachelors,4.0,31992.0
Other,Less than a Bachelors,11.0,99816.0
United States of America,Less than a Bachelors,6.0,125000.0
United States of America,Bachelor’s degree,6.0,160000.0
Other,Bachelor’s degree,4.0,31620.0
France,Master’s degree,8.0,66119.0
United States of America,Bachelor’s degree,5.0,123141.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,81666.0
Sweden,Master’s degree,7.0,60948.0
United States of America,Bachelor’s degree,4.0,70000.0
Hungary,Bachelor’s degree,2.0,25104.0
United States of America,Less than a Bachelors,18.0,170000.0
Canada,Bachelor’s degree,4.0,71681.0
Germany,Master’s degree,2.0,66119.0
United States of America,Bachelor’s degree,0.5,80000.0
India,Bachelor’s degree,4.0,38692.0
France,Master’s degree,1.0,42657.0
Poland,Bachelor’s degree,6.0,27750.0
United States of America,Master’s degree,4.0,102000.0
United States of America,Post grad,4.0,110000.0
United States of America,Bachelor’s degree,9.0,115000.0
Brazil,Master’s degree,5.0,14952.0
United States of America,Less than a Bachelors,11.0,83000.0
Sweden,Less than a Bachelors,2.0,43884.0
France,Master’s degree,10.0,164000.0
United States of America,Bachelor’s degree,4.0,128000.0
United States of America,Less than a Bachelors,23.0,165000.0
Switzerland,Post grad,15.0,198564.0
France,Post grad,0.5,20220.0
Other,Master’s degree,10.0,62520.0
United States of America,Bachelor’s degree,12.0,222000.0
Argentina,Bachelor’s degree,15.0,114000.0
France,Less than a Bachelors,11.0,63986.0
United States of America,Bachelor’s degree,23.0,105000.0
United States of America,Bachelor’s degree,0.5,65000.0
United States of America,Master’s degree,3.0,165000.0
United States of America,Bachelor’s degree,0.5,74000.0
United States of America,Master’s degree,10.0,205000.0
Czech Republic,Bachelor’s degree,8.0,34812.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25.0,46487.0
Canada,Bachelor’s degree,2.0,180000.0
Belgium,Master’s degree,3.0,60787.0
Israel,Bachelor’s degree,6.0,136308.0
Denmark,Less than a Bachelors,18.0,82596.0
United States of America,Bachelor’s degree,10.0,151000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,32666.0
United States of America,Bachelor’s degree,9.0,180000.0
Other,Less than a Bachelors,11.0,93846.0
United States of America,Master’s degree,10.0,160000.0
United States of America,Bachelor’s degree,6.0,130000.0
United States of America,Bachelor’s degree,20.0,150000.0
Greece,Less than a Bachelors,9.0,32846.0
Germany,Master’s degree,2.0,56304.0
United States of America,Bachelor’s degree,4.0,163500.0
Netherlands,Master’s degree,20.0,91714.0
United States of America,Bachelor’s degree,28.0,250000.0
Norway,Post grad,12.0,108891.0
United States of America,Bachelor’s degree,9.0,130000.0
Other,Master’s degree,4.0,26484.0
United States of America,Master’s degree,9.0,207000.0
Other,Less than a Bachelors,0.5,44784.0
United States of America,Bachelor’s degree,13.0,190000.0
Denmark,Post grad,6.0,96360.0
Germany,Less than a Bachelors,7.0,74651.0
Other,Master’s degree,8.0,46070.0
United States of America,Bachelor’s degree,14.0,175000.0
Switzerland,Master’s degree,20.0,144787.0
Netherlands,Bachelor’s degree,5.0,44232.0
Hungary,Master’s degree,21.0,43524.0
United States of America,Less than a Bachelors,3.0,65000.0
South Africa,Bachelor’s degree,27.0,113795.0
Germany,Master’s degree,3.0,53322.0
United States of America,Bachelor’s degree,11.0,130000.0
United States of America,Bachelor’s degree,6.0,160000.0
Brazil,Master’s degree,17.0,102204.0
Other,Master’s degree,8.0,18708.0
Netherlands,Bachelor’s degree,7.0,63986.0
United States of America,Less than a Bachelors,0.5,95000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,103024.0
United States of America,Bachelor’s degree,16.0,195000.0
Germany,Master’s degree,12.0,69318.0
Switzerland,Master’s degree,0.5,186155.0
United States of America,Bachelor’s degree,2.0,62000.0
Turkey,Master’s degree,10.0,75156.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,125639.0
Denmark,Master’s degree,6.0,94644.0
United States of America,Bachelor’s degree,8.0,185000.0
Canada,Bachelor’s degree,5.0,70276.0
Other,Master’s degree,7.0,34620.0
United States of America,Bachelor’s degree,15.0,68000.0
Denmark,Less than a Bachelors,6.0,87756.0
Germany,Master’s degree,7.0,79983.0
Germany,Master’s degree,2.0,58872.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,50256.0
United States of America,Less than a Bachelors,12.0,130000.0
United States of America,Less than a Bachelors,5.0,200000.0
Poland,Bachelor’s degree,15.0,111000.0
United States of America,Bachelor’s degree,4.0,200000.0
United States of America,Less than a Bachelors,6.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Post grad,0.5,52764.0
Belgium,Bachelor’s degree,7.0,55032.0
Sweden,Less than a Bachelors,5.0,62412.0
United States of America,Bachelor’s degree,10.0,70000.0
Germany,Master’s degree,6.0,47990.0
Romania,Bachelor’s degree,17.0,51768.0
United States of America,Bachelor’s degree,5.0,120000.0
Germany,Less than a Bachelors,7.0,63984.0
Canada,Bachelor’s degree,4.0,92334.0
Chile,Master’s degree,31.0,155000.0
United States of America,Master’s degree,42.0,180000.0
Canada,Bachelor’s degree,3.0,62467.0
United States of America,Less than a Bachelors,2.0,130000.0
Norway,Bachelor’s degree,15.0,98520.0
Canada,Bachelor’s degree,4.0,101509.0
Germany,Master’s degree,2.0,36492.0
United States of America,Master’s degree,6.0,177000.0
Denmark,Bachelor’s degree,4.0,65388.0
United States of America,Bachelor’s degree,10.0,165000.0
United States of America,Master’s degree,11.0,151992.0
United States of America,Less than a Bachelors,38.0,105000.0
United States of America,Master’s degree,1.0,110000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,43974.0
Netherlands,Less than a Bachelors,5.0,69318.0
United States of America,Bachelor’s degree,13.0,73000.0
South Africa,Master’s degree,10.0,94829.0
Sweden,Less than a Bachelors,22.0,79236.0
Turkey,Master’s degree,2.0,15036.0
United States of America,Master’s degree,9.0,135000.0
Norway,Bachelor’s degree,9.0,75705.0
France,Post grad,17.0,106644.0
United States of America,Bachelor’s degree,3.0,154000.0
Canada,Bachelor’s degree,3.0,101509.0
United States of America,Bachelor’s degree,14.0,225000.0
Other,Bachelor’s degree,3.0,45888.0
Norway,Bachelor’s degree,9.0,106274.0
United States of America,Master’s degree,35.0,152000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,46487.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,59050.0
United States of America,Bachelor’s degree,28.0,200000.0
Canada,Bachelor’s degree,3.0,68324.0
Canada,Bachelor’s degree,5.0,58563.0
United States of America,Bachelor’s degree,1.0,80000.0
United States of America,Bachelor’s degree,2.0,99000.0
Hungary,Bachelor’s degree,4.0,33480.0
Germany,Master’s degree,3.0,59508.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,75384.0
Germany,Bachelor’s degree,3.0,51192.0
United States of America,Bachelor’s degree,3.0,66000.0
France,Bachelor’s degree,2.0,53322.0
Germany,Master’s degree,5.0,54388.0
United States of America,Bachelor’s degree,4.0,250000.0
Israel,Bachelor’s degree,9.0,115500.0
Canada,Less than a Bachelors,15.0,195210.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,71614.0
United States of America,Less than a Bachelors,10.0,150000.0
United States of America,Bachelor’s degree,1.0,92700.0
Sweden,Less than a Bachelors,5.0,48996.0
Italy,Less than a Bachelors,11.0,63986.0
United Kingdom of Great Britain and Northern Ireland,Post grad,11.0,57794.0
Sweden,Post grad,6.0,53628.0
United States of America,Bachelor’s degree,7.0,130000.0
United States of America,Bachelor’s degree,1.0,60000.0
Ireland,Bachelor’s degree,0.5,44790.0
United States of America,Bachelor’s degree,26.0,123000.0
United States of America,Bachelor’s degree,5.0,190000.0
United States of America,Bachelor’s degree,8.0,96000.0
Sweden,Less than a Bachelors,6.0,79236.0
France,Less than a Bachelors,21.0,82116.0
Israel,Bachelor’s degree,10.0,136308.0
Slovenia,Bachelor’s degree,2.0,35832.0
United States of America,Bachelor’s degree,11.0,228800.0
Germany,Bachelor’s degree,6.0,85315.0
Russian Federation,Less than a Bachelors,3.0,41556.0
New Zealand,Bachelor’s degree,20.0,90067.0
United States of America,Bachelor’s degree,4.0,115000.0
United States of America,Bachelor’s degree,12.0,120000.0
United States of America,Less than a Bachelors,1.0,82000.0
Netherlands,Master’s degree,4.0,76783.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,131921.0
India,Master’s degree,1.0,38692.0
Germany,Less than a Bachelors,4.0,44796.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,72871.0
New Zealand,Bachelor’s degree,5.0,135100.0
India,Bachelor’s degree,6.0,70935.0
United States of America,Bachelor’s degree,3.0,100625.0
